"","school","opponent","cbsRankDiff","cbsConfRankDiff","rushTdsAvgLagDiff","rushingYardsAvgLagDiff","totalYardsAvgLagDiff","yardsPerPassAvgLagDiff","penaltyYardsAvgLagDiff","turnoversAvgLagDiff","completionPercentAvgLagDiff","rushTdsLagDiff","rushingYardsLagDiff","totalYardsLagDiff","yardsPerPassLagDiff","penaltyYardsLagDiff","turnoversLagDiff","completionPercentLagDiff","spreadOpen","moneyline","overUnderOpen","pointsDiff"
"647","Liberty","BYU",26,0,1,73.5,16.667,-0.567,-3,1.5,-0.127,2,79,-18,2.6,-10,-2,-0.112407211028632,5.5,220,58,27
"648","BYU","Liberty",-26,0,-1,-73.5,-16.667,0.567,3,-1.5,0.127,-2,-79,18,-2.6,10,2,0.112407211028632,-5.5,-270,58,-27
"649","UCF","East Carolina",-36,0,1.7,105.667,50.7,0.64,20.733,0.0329999999999999,-0.029,2,135,264,6.8,1,0,0.114285714285714,-4.5,-210,64.5,-21
"650","East Carolina","UCF",36,0,-1.7,-105.667,-50.7,-0.64,-20.733,-0.0329999999999999,0.029,-2,-135,-264,-6.8,-1,0,-0.114285714285714,4.5,175,64.5,21
"651","Temple","Tulsa",-3,0,-1,-31.8,-131,-1.8,-15.8,-0.2,-0.013,-1,34,-16,-3.3,-17,-4,-0.060606060606061,13,335,52.5,-11
"652","Tulsa","Temple",3,0,1,31.8,131,1.8,15.8,0.2,0.013,1,-34,16,3.3,17,4,0.060606060606061,-13,-450,52.5,11
"653","Tulane","Memphis",-49,0,-0.543,5.37100000000001,-17.143,-0.0600000000000005,-8.743,0.143,-0.01,1,151,73,-1.9,-31,-1,-0.0908408408408411,-6,-270,56,10
"654","Memphis","Tulane",49,0,0.543,-5.37100000000001,17.143,0.0600000000000005,8.743,-0.143,0.01,-1,-151,-73,1.9,31,1,0.0908408408408411,6,220,56,-10
"655","Houston","Navy",-40,0,-0.867,-127.4,23.167,-0.533,59.733,-0.0669999999999999,0.238,-2,-275,-47,0.5,40,-1,0.245689655172414,-3,-160,53,18
"656","Navy","Houston",40,0,0.867,127.4,-23.167,0.533,-59.733,0.0669999999999999,-0.238,2,275,47,-0.5,-40,1,-0.245689655172414,3,135,53,-18
"657","Cincinnati","SMU",11,0,0,-7.75,-84.75,-1.575,47.25,0,-0.028,-1,93,-77,-6.3,54,1,-0.185185185185185,-3,-170,62.5,2
"658","SMU","Cincinnati",-11,0,0,7.75,84.75,1.575,-47.25,0,0.028,1,-93,77,6.3,-54,-1,0.185185185185185,3,145,62.5,-2
"659","UAB","Western Kentucky",38,0,1.2,107.8,-26.4,1.5,-7.60000000000001,-0.6,-0.0579999999999999,1,114,67,4.3,-63,-3,-0.000887311446317929,2.5,115,57.5,-3
"660","Western Kentucky","UAB",-38,0,-1.2,-107.8,26.4,-1.5,7.60000000000001,0.6,0.0579999999999999,-1,-114,-67,-4.3,63,3,0.000887311446317929,-2.5,-135,57.5,3
"661","Charlotte","Florida International",1,0,0.333,-25.5,18.5,1.567,18.5,0.166,-0.0690000000000001,1,-40,-82,2.2,-4,0,-0.074239713774597,-14.5,-650,58,-19
"662","Florida International","Charlotte",-1,0,-0.333,25.5,-18.5,-1.567,-18.5,-0.166,0.0690000000000001,-1,40,82,-2.2,4,0,0.074239713774597,14.5,450,58,19
"663","Rice","Louisiana Tech",1,0,1.25,35.75,-49,-1.55,-17.25,-0.25,-0.048,0,-16,-243,-4.5,-31,3,-0.345559845559846,-2.5,-150,60,1
"664","Louisiana Tech","Rice",-1,0,-1.25,-35.75,49,1.55,17.25,0.25,0.048,0,16,243,4.5,31,-3,0.345559845559846,2.5,130,60,-1
"665","Florida Atlantic","UTEP",-34,0,0.167,19.333,21.5,-1.2,0.834000000000003,-1.167,-0.0109999999999999,-1,4,-190,-1.5,25,-3,0.087481146304675,-4,-185,51,-3
"666","UTEP","Florida Atlantic",34,0,-0.167,-19.333,-21.5,1.2,-0.834000000000003,1.167,0.0109999999999999,1,-4,190,1.5,-25,3,-0.087481146304675,4,160,51,3
"667","Stanford","Arizona State",24,0,-0.4,14,37.6,-0.0600000000000005,-42,0.4,-0.024,-1,-59,-12,-0.6,-75,-1,-0.066666666666666,-3.5,-150,54.5,1
"668","Arizona State","Stanford",-24,0,0.4,-14,-37.6,0.0600000000000005,42,-0.4,0.024,1,59,12,0.6,75,1,0.066666666666666,3.5,130,54.5,-1
"669","Washington","California",-51,0,1,-14.333,113.5,1.783,-0.665999999999997,0,0.053,3,44,298,6.7,3,-2,0.26048951048951,-7.5,-300,57,7
"670","California","Washington",51,0,-1,14.333,-113.5,-1.783,0.665999999999997,0,-0.053,-3,-44,-298,-6.7,-3,2,-0.26048951048951,7.5,250,57,-7
"671","Oregon","UCLA",-13,0,1,27.6,-15.6,-1.58,16.4,0,-0.073,5,103,78,-3.6,-12,-1,0.010494752623688,-6,-230,70.5,15
"672","UCLA","Oregon",13,0,-1,-27.6,15.6,1.58,-16.4,0,0.073,-5,-103,-78,3.6,12,1,-0.010494752623688,6,190,70.5,-15
"673","Oregon State","Colorado",-67,0,1.334,65.334,112.833,3.066,14.5,0.333,0.071,1,85,16,-0.3,-65,-2,-0.147058823529412,-23.5,-3500,50.5,33
"674","Colorado","Oregon State",67,0,-1.334,-65.334,-112.833,-3.066,-14.5,-0.333,-0.071,-1,-85,-16,0.3,65,2,0.147058823529412,23.5,1125,50.5,-33
"675","Marshall","James Madison",8,0,-0.7,-48.15,-191.15,-2.79,3.75,-0.3,0.044,-1,-68,-399,-3.6,-14,-2,0.143939393939394,12.5,270,55,14
"676","James Madison","Marshall",-8,0,0.7,48.15,191.15,2.79,-3.75,0.3,-0.044,1,68,399,3.6,14,2,-0.143939393939394,-12.5,-340,55,-14
"677","UT San Antonio","North Texas",-60,0,0.9,-79.967,0.733000000000004,-0.0700000000000003,15.933,-0.8,0.124,-1,-262,-185,-1.5,-10,0,0.161904761904762,-9.5,-390,70.5,4
"678","North Texas","UT San Antonio",60,0,-0.9,79.967,-0.733000000000004,0.0700000000000003,-15.933,0.8,-0.124,1,262,185,1.5,10,0,-0.161904761904762,9.5,295,70.5,-4
"679","Old Dominion","Georgia Southern",26,0,-0.666,-36,-151,0.965999999999999,29.834,-0.833,0.001,4,312,-65,2.8,13,-1,0.170955882352941,-2.5,-130,68,-5
"680","Georgia Southern","Old Dominion",-26,0,0.666,36,151,-0.965999999999999,-29.834,0.833,-0.001,-4,-312,65,-2.8,-13,1,-0.170955882352941,2.5,110,68,5
"681","Georgia State","Appalachian State",23,0,0.267,87.533,5.86699999999996,0.807,7.633,0.667,-0.0730000000000001,3,294,85,-0.0999999999999996,18,0,-0.114716981132076,10,300,61.5,-25
"682","Appalachian State","Georgia State",-23,0,-0.267,-87.533,-5.86699999999996,-0.807,-7.633,-0.667,0.0730000000000001,-3,-294,-85,0.0999999999999996,-18,0,0.114716981132076,-10,-400,61.5,25
"683","Troy","South Alabama",-7,0,-0.833,-70.5,-83.333,0.6,-33,0.667,-0.016,-2,-88,-209,-2,-23,1,-0.186147186147187,3.5,140,49,4
"684","South Alabama","Troy",7,0,0.833,70.5,83.333,-0.6,33,-0.667,0.016,2,88,209,2,23,-1,0.186147186147187,-3.5,-165,49,-4
"685","Arkansas State","Louisiana",26,0,0.733,-39.9,6.89999999999998,1.647,-12.067,-0.2,0.106,0,-58,-52,-1,38,0,0.149087221095335,7,210,51.5,-20
"686","Louisiana","Arkansas State",-26,0,-0.733,39.9,-6.89999999999998,-1.647,12.067,0.2,-0.106,0,58,52,1,-38,0,-0.149087221095335,-7,-250,51.5,20
"687","Southern Mississippi","Texas State",-27,0,0.2,39.95,-22.4,0.495,13.55,0.55,-0.071,1,82,52,-1,52,2,-0.125,-1,-130,45,6
"688","Texas State","Southern Mississippi",27,0,-0.2,-39.95,22.4,-0.495,-13.55,-0.55,0.071,-1,-82,-52,1,-52,-2,0.125,1,110,45,-6
"689","Syracuse","Notre Dame",41,-33.16,-0.238,-33.81,-10.667,0.843,34.357,-0.262,0.045,-2,-99,-137,-0.899999999999999,54,-1,0.192307692307692,-2,-140,46,-17
"690","Notre Dame","Syracuse",-41,33.16,0.238,33.81,10.667,-0.843,-34.357,0.262,-0.045,2,99,137,0.899999999999999,-54,1,-0.192307692307692,2,120,46,17
"691","Florida","Georgia",40,0,-0.333,33.333,-142.167,-3.634,-14,0.833,-0.132,2,41,-86,-0.2,-5,-2,0.0187835420393559,22,1050,57,-22
"692","Georgia","Florida",-40,0,0.333,-33.333,142.167,3.634,14,-0.833,0.132,-2,-41,86,0.2,5,2,-0.0187835420393559,-22,-2500,57,22
"693","Kentucky","Tennessee",15,0,-1.583,-75.583,-159.25,-1.108,-37.833,0,-0.019,0,57,-89,-2.8,45,0,0.08258064516129,13,375,63,-38
"694","Tennessee","Kentucky",-15,0,1.583,75.583,159.25,1.108,37.833,0,0.019,0,-57,89,2.8,-45,0,-0.08258064516129,-13,-525,63,38
"695","Missouri","South Carolina",20,0,-0.667,16,-25.167,-1.083,-0.665999999999997,0,0.005,-2,-21,22,1.7,-52,2,0.2,6,170,47.5,13
"696","South Carolina","Missouri",-20,0,0.667,-16,25.167,1.083,0.665999999999997,0,-0.005,2,21,-22,-1.7,52,-2,-0.2,-6,-200,47.5,-13
"697","Auburn","Arkansas",8,0,-0.2,-82.067,-92.7,-0.773,-11.533,1.6,-0.083,2,24,-203,-1,-51,2,-0.254411764705882,4,160,60.5,-14
"698","Arkansas","Auburn",-8,0,0.2,82.067,92.7,0.773,11.533,-1.6,0.083,-2,-24,203,1,51,-2,0.254411764705882,-4,-185,60.5,14
"699","Akron","Miami (OH)",33,0,0.657,-65.143,107.771,0.834,-12.771,0.943,0.133,1,26,187,3.1,-10,1,0.19155446756426,9,270,46,-18
"700","Miami (OH)","Akron",-33,0,-0.657,65.143,-107.771,-0.834,12.771,-0.943,-0.133,-1,-26,-187,-3.1,10,-1,-0.19155446756426,9,-340,46,18
"701","Eastern Michigan","Toledo",29,0,0.15,-51.4,-59.75,-0.436999999999999,32.4,-0.525,-0.00800000000000001,0,-37,-80,0.6,82,-6,0.0505952380952379,8.5,265,58,-3
"702","Toledo","Eastern Michigan",-29,0,-0.15,51.4,59.75,0.436999999999999,-32.4,0.525,0.00800000000000001,0,37,80,-0.6,-82,6,-0.0505952380952379,-8.5,-330,58,3
"703","Georgia Tech","Florida State",66,0,-1.333,-50.5,-129.334,-2.566,-2,-0.334,-0.046,-2,-146,-254,-1.9,44,1,-0.126984126984127,20.5,1100,48,-25
"704","Florida State","Georgia Tech",-66,0,1.333,50.5,129.334,2.566,2,0.334,0.046,2,146,254,1.9,-44,-1,0.126984126984127,-20.5,-2800,48,25
"705","Connecticut","Boston College",21,33.16,1.167,131.917,23.5,-0.708,7,-0.333,0.127,0,138,8,0.100000000000001,6,1,0.284848484848485,9,275,46,10
"706","Boston College","Connecticut",-21,-33.16,-1.167,-131.917,-23.5,0.708,-7,0.333,-0.127,0,-138,-8,-0.100000000000001,-6,-1,-0.284848484848485,-9,-350,46,-10
"707","Virginia Tech","NC State",44,0,0.567,-6.167,6.5,-0.273000000000001,-3.43299999999999,0.467,0.005,1,-17,2,0.2,6,1,0.0557184750733131,13.5,410,40,-1
"708","NC State","Virginia Tech",-44,0,-0.567,6.167,-6.5,0.273000000000001,3.43299999999999,-0.467,-0.005,-1,17,-2,-0.2,-6,-1,-0.0557184750733131,-13.5,-585,40,1
"709","Louisville","Wake Forest",-16,0,0.786,63.5,-8.214,-1.897,33,0.881,-0.0680000000000001,-1,7,-116,-0.8,45,-1,-0.143518518518519,5,180,62.5,27
"710","Wake Forest","Louisville",16,0,-0.786,-63.5,8.214,1.897,-33,-0.881,0.0680000000000001,1,-7,116,0.8,-45,1,0.143518518518519,-5,-220,62.5,-27
"711","Virginia","Miami",52,0,0.6,25.933,-75.4,-0.619999999999999,21.133,0.0330000000000004,-0.074,1,107,83,-0.2,62,-4,-0.0772200772200781,2.5,120,47.5,-2
"712","Miami","Virginia",-52,0,-0.6,-25.933,75.4,0.619999999999999,-21.133,-0.0330000000000004,0.074,-1,-107,-83,0.2,-62,4,0.0772200772200781,-2.5,-140,47.5,2
"713","Pittsburgh","North Carolina",12,0,0.334,18.833,-81,-1.467,-8.167,0.5,-0.0760000000000001,-1,12,-210,-4.3,-4,2,-0.166224580017684,4,155,64,-18
"714","North Carolina","Pittsburgh",-12,0,-0.334,-18.833,81,1.467,8.167,-0.5,0.0760000000000001,1,-12,210,4.3,4,-2,0.166224580017684,-4,-180,64,18
"715","Kansas State","Oklahoma State",-31,0,-0.666,70,-52,0.267,1.5,0,0.027,-1,16,-145,3.3,35,0,0.00524737631184402,-1,-130,58,48
"716","Oklahoma State","Kansas State",31,0,0.666,-70,52,-0.267,-1.5,0,-0.027,1,-16,145,-3.3,-35,0,-0.00524737631184402,1,110,58,-48
"717","Texas Tech","Baylor",-12,0,-0.167,-29.133,55.533,-1.497,10.867,0.2,-0.017,-1,-34,157,0.9,40,-3,-0.000784929356357988,-2,-145,61.5,-28
"718","Baylor","Texas Tech",12,0,0.167,29.133,-55.533,1.497,-10.867,-0.2,0.017,1,34,-157,-0.9,-40,3,0.000784929356357988,2,125,61.5,28
"719","Iowa State","Oklahoma",34,0,-1.583,-158.833,-155.167,-0.592000000000001,-6.417,0.167,0.034,-4,-224,-298,-0.300000000000001,-5,-1,0.020025839793281,2.5,0,54.5,-14
"720","Oklahoma","Iowa State",-34,0,1.583,158.833,155.167,0.592000000000001,6.417,-0.167,-0.034,4,224,298,0.300000000000001,5,1,-0.020025839793281,-2.5,-120,54.5,14
"721","West Virginia","TCU",58,0,-1.083,-63.667,-63.833,-1.792,21.417,0.917,-0.012,-2,-142,-213,-5.6,1,4,-0.053846153846154,6.5,255,70,-10
"722","TCU","West Virginia",-58,0,1.083,63.667,63.833,1.792,-21.417,-0.917,0.012,2,142,213,5.6,-1,-4,0.053846153846154,-6.5,-310,70,10
"723","Colorado State","Boise State",81,0,-1.067,-81.767,-57.233,0.0970000000000004,33.8,0.5,0.012,1,94,64,-1.2,-20,-1,0.0416666666666661,28,1450,44,-39
"724","Boise State","Colorado State",-81,0,1.067,81.767,57.233,-0.0970000000000004,-33.8,-0.5,-0.012,-1,-94,-64,1.2,20,1,-0.0416666666666661,-28,-8000,44,39
"725","Hawai'i","Wyoming",37,0,0.786,-41.833,23,-0.293,21.429,0.976,0.054,-3,-246,-272,-1.9,-2,0,0.1,11,325,50.5,-7
"726","Wyoming","Hawai'i",-37,0,-0.786,41.833,-23,0.293,-21.429,-0.976,-0.054,3,246,272,1.9,2,0,-0.1,-11,-435,50.5,7
"727","San Diego State","Fresno State",2,0,-1.333,4,-106.834,-2.833,28.666,-0.666,-0.225,-3,-124,-193,-1.6,86,0,-0.175172413793103,8,295,39.5,-4
"728","Fresno State","San Diego State",-2,0,1.333,-4,106.834,2.833,-28.666,0.666,0.225,3,124,193,1.6,-86,0,0.175172413793103,-8,-390,39.5,4
"729","Nevada","San José State",41,0,-0.0860000000000001,-8.229,-133.486,-2.883,-3.086,0.457,0,0,-2,-104,-1.8,-22,1,0.072086720867209,25,1200,44,-7
"730","San José State","Nevada",-41,0,0.0860000000000001,8.229,133.486,2.883,3.086,-0.457,0,0,2,104,1.8,22,-1,-0.072086720867209,-25,-4000,44,7
"731","Penn State","Ohio State",4,0,0.643,-36.571,-43.429,-0.886,0.570999999999998,0.5,-0.0580000000000001,0,-83,-60,-1.2,8,0,0.097643097643097,15,475,61.5,-13
"732","Ohio State","Penn State",-4,0,-0.643,36.571,43.429,0.886,-0.570999999999998,-0.5,0.0580000000000001,0,83,60,1.2,-8,0,-0.097643097643097,-15,-700,61.5,13
"733","Michigan","Michigan State",-56,0,1.25,154.3,106.5,-0.37,-7.25,-0.65,0.071,2,319,174,-3.7,-42,0,-0.0249999999999999,-22.5,-2500,54.5,22
"734","Michigan State","Michigan",56,0,-1.25,-154.3,-106.5,0.37,7.25,0.65,-0.071,-2,-319,-174,3.7,42,0,0.0249999999999999,22.5,1050,54.5,-22
"735","Minnesota","Rutgers",-34,0,0.8,41.2,59,1.9,-30.6,0.4,0.022,0,-27,35,3.3,-3,1,-0.090909090909091,-14,-600,41,31
"736","Rutgers","Minnesota",34,0,-0.8,-41.2,-59,-1.9,30.6,-0.4,-0.022,0,27,-35,-3.3,3,-1,0.090909090909091,14,425,41,-31
"737","Illinois","Nebraska",-18,0,-0.834,65.334,-19.667,-2.2,10.666,0,0.0599999999999999,-1,98,-4,-4.3,16,-2,0.229525862068966,-6,-280,51.5,17
"738","Nebraska","Illinois",18,0,0.834,-65.334,19.667,2.2,-10.666,0,-0.0599999999999999,1,-98,4,4.3,-16,2,-0.229525862068966,6,230,51.5,-17
"739","Northwestern","Iowa",73,0,0.167,33.133,137.267,0.303,0.632999999999996,1.533,0.0379999999999999,2,163,136,1.3,0,1,0.25,11,320,35.5,-20
"740","Iowa","Northwestern",-73,0,-0.167,-33.133,-137.267,-0.303,-0.632999999999996,-1.533,-0.0379999999999999,-2,-163,-136,-1.3,0,-1,-0.25,-11,-430,35.5,20
"741","New Mexico State","UMass",-26,0,0.8,12.4,55.25,0.685,-4.55,0.8,0.061,0,-6,5,1.3,52,0,0.1671826625387,-3,-145,37,10
"742","UMass","New Mexico State",26,0,-0.8,-12.4,-55.25,-0.685,4.55,-0.8,-0.061,0,6,-5,-1.3,-52,0,-0.1671826625387,3,125,37,-10
"743","East Carolina","BYU",24,-2.7322033898305,0.714,34.572,78,-0.0860000000000003,-23.143,0.429,0.0669999999999999,3,76,200,3.1,-3,0,0.362745098039215,3,130,60.5,3
"744","BYU","East Carolina",-24,2.7322033898305,-0.714,-34.572,-78,0.0860000000000003,23.143,-0.429,-0.0669999999999999,-3,-76,-200,-3.1,3,0,-0.362745098039215,-3,-150,60.5,-3
"745","Houston","South Florida",-46,0,-0.107,-16.071,60.571,0.482,28.929,-0.679,0.125,-1,62,64,-2.6,-35,1,0.091304347826087,-18,-1100,62,15
"746","South Florida","Houston",46,0,0.107,16.071,-60.571,-0.482,-28.929,0.679,-0.125,1,-62,-64,2.6,35,-1,-0.091304347826087,18,650,62,-15
"747","SMU","Tulsa",-66,0,0.267,-11.867,45.233,0.797,-19.8,-0.733,0.0610000000000001,1,-219,-195,-2.5,-12,-2,-0.156818181818182,-3,-160,66.5,11
"748","Tulsa","SMU",66,0,-0.267,11.867,-45.233,-0.797,19.8,0.733,-0.0610000000000001,-1,219,195,2.5,12,2,0.156818181818182,3,135,66.5,-11
"749","Navy","Temple",-13,0,1.667,188.667,100,2.383,-17.667,-0.333,-0.101,1,117,46,5.5,-17,1,-0.017628205128205,-13.5,-600,39.5,7
"750","Temple","Navy",13,0,-1.667,-188.667,-100,-2.383,17.667,0.333,0.101,-1,-117,-46,-5.5,17,-1,0.017628205128205,13.5,425,39.5,-7
"751","North Texas","Western Kentucky",24,0,-0.381,51.714,16.214,1.624,-25.596,0.024,-0.136,-2,-202,-5,4.9,-18,0,-0.124824684431978,9.5,280,71.5,27
"752","Western Kentucky","North Texas",-24,0,0.381,-51.714,-16.214,-1.624,25.596,-0.024,0.136,2,202,5,-4.9,18,0,0.124824684431978,-9.5,-360,71.5,-27
"753","Louisiana Tech","Florida International",-12,0,-1.3,-47.3,5.14999999999998,1.31,19.9,0.7,-0.0740000000000001,-4,-3,-80,-2.8,8,0,-0.2241653418124,-9.5,-240,58.5,-8
"754","Florida International","Louisiana Tech",12,0,1.3,47.3,-5.14999999999998,-1.31,-19.9,-0.7,0.0740000000000001,4,3,80,2.8,-8,0,0.2241653418124,9.5,200,58.5,8
"755","UTEP","Middle Tennessee",21,0,-0.31,76.81,36.357,0.931,-0.143000000000001,1.119,-0.0650000000000001,0,171,121,2.3,-19,-1,-0.012066365007542,-1.5,-115,53.5,-11
"756","Middle Tennessee","UTEP",-21,0,0.31,-76.81,-36.357,-0.931,0.143000000000001,-1.119,0.0650000000000001,0,-171,-121,-2.3,19,1,0.012066365007542,1.5,-105,53.5,11
"757","Colorado","Arizona State",12,0,-0.476,-3.596,-56.524,-2.476,-36.262,0.667,-0.124,0,-44,-65,-1.6,-13,3,-0.090185676392572,13,375,46.5,-8
"758","Arizona State","Colorado",-12,0,0.476,3.596,56.524,2.476,36.262,-0.667,0.124,0,44,65,1.6,13,-3,0.090185676392572,-13,-525,46.5,8
"759","USC","Arizona",-56,0,1,51.2,6,0.477,25.767,-1.633,0.019,0,49,30,-2.3,46,0,-0.119047619047619,-15.5,-750,77.5,8
